x,y
1273.5,1743.5
973.5,1739.5
1180.0,692.0
1931.5,539.5
1527.5,1159.5
2035.5,1099.5
1979.5,1151.5
1939.5,1575.5
1931.5,1755.5
1899.5,1811.5
1175.5,1511.5
1947.5,1147.5
2031.5,1423.5
1835.5,1643.5
1983.5,1391.5
1519.5,1331.5
518.167,385.5
772.167,334.833
613.5,544.5
790.833,532.833
776.5,554.167
757.5,709.5
763.0,768.5
733.0,793.5
529.5,689.5
752.0,542.5
813.0,652.0
722.0,739.5
781.5,645.5
697.5,645.5
361.5,276.5
525.167,256.833
405.5,377.5
522.5,391.5
508.5,400.5
483.167,482.167
482.167,509.167
467.5,521.833
330.833,427.5
498.5,396.833
510.5,453.167
460.833,484.833
502.833,446.167
439.5,433.5
580.5,658.5
939.833,587.5
705.5,881.833
968.167,873.167
922.167,911.167
855.5,1109.833
864.167,1194.5
836.167,1219.167
540.5,1023.5
866.833,903.833
940.833,1023.833
822.833,1127.167
888.833,1021.833
768.833,994.5
321.167,257.5
497.167,233.833
381.5,362.833
507.833,355.167
497.667,380.0
477.5,481.25
477.25,506.5
458.75,528.0
315.75,447.75
483.833,355.167
509.5,434.5
448.167,481.167
503.5,430.833
438.5,419.833
489.5,859.5
1221.5,681.5
725.5,1312.5
1227.5,1274.5
1173.5,1356.5
1075.5,1862.5
1083.5,2008.5
1041.5,2067.5
441.5,1599.5
1119.5,1341.5
1189.5,1625.5
985.5,1907.5
1137.5,1627.5
913.5,1595.5
500.5,880.5
1238.5,730.5
731.5,1344.5
1234.5,1310.5
1189.833,1432.167
1079.167,1878.833
1085.833,2057.5
1045.5,2105.5
444.5,1613.5
1113.5,1402.5
1207.5,1655.5
1005.5,1849.5
1205.5,1688.5
910.5,1617.5
477.5,288.5
722.5,218.5
552.833,442.167
760.5,414.5
748.0,430.5
718.5,577.5
727.0,632.0
709.167,654.5
479.167,564.5
727.5,420.5
773.5,525.5
691.5,577.0
753.5,508.5
654.0,511.0
510.25,227.25
342.5,245.5
396.167,357.167
522.5,350.75
507.5,370.75
496.25,455.0
500.75,473.5
487.5,498.5
334.5,445.0
486.5,347.25
515.0,416.5
473.75,457.75
502.75,406.0
433.167,407.5
583.667,427.0
829.5,423.5
627.5,582.5
824.5,601.5
797.0,630.0
755.0,741.0
750.0,784.5
733.5,798.0
538.167,650.833
772.0,612.5
810.5,689.5
714.5,738.0
790.0,682.0
691.5,658.167
584.167,428.5
831.5,424.833
626.167,583.5
814.833,600.5
796.0,631.5
756.833,739.167
748.167,786.5
733.5,799.167
539.5,652.833
771.5,609.5
811.5,690.5
715.0,739.5
790.167,682.167
695.5,661.0
1296.0,672.0
2039.5,643.5
1487.5,1163.5
2003.5,1199.5
1975.5,1287.5
1907.5,1695.5
1927.5,1859.5
1867.5,1903.5
1211.5,1511.5
1931.5,1271.5
2003.5,1499.5
1835.5,1687.5
1975.5,1463.5
1683.5,1403.5
562.0,417.0
834.5,405.5
636.5,587.0
831.167,603.167
813.167,621.833
758.5,774.167
750.5,812.167
732.5,830.833
511.5,664.5
802.167,610.833
810.833,718.5
802.5,696.833
734.25,759.75
687.0,662.5
568.0,410.5
819.5,398.0
634.0,575.0
816.0,605.0
800.167,611.667
766.0,750.0
759.0,791.5
739.0,814.5
541.5,669.833
788.5,622.5
813.5,708.5
725.667,754.333
806.167,691.167
706.833,671.833
576.5,949.5
1264.5,841.5
770.5,1363.5
1302.5,1406.5
1241.5,1466.5
1150.5,1803.5
1165.5,1941.5
1096.167,2016.167
456.5,1685.5
1171.5,1344.5
1219.5,1664.5
1086.5,1835.5
1190.5,1618.5
962.5,1597.5
472.5,954.5
1118.5,746.5
724.5,1317.5
1234.5,1277.5
1185.5,1317.5
1138.5,1678.5
1179.5,1837.5
1117.5,1901.5
457.5,1658.5
1106.5,1337.5
1256.5,1502.5
1089.5,1719.5
1162.5,1508.5
935.5,1524.5
1292.0,616.0
2051.5,511.5
1519.5,1071.5
2115.5,1059.5
2051.5,1199.5
1991.5,1575.5
1979.5,1791.5
1919.5,1831.5
1207.5,1411.5
1979.5,1127.5
2095.5,1399.5
1891.5,1607.5
2039.5,1371.5
1711.5,1339.5
896.0,1104.0
1825.5,859.5
1186.5,1635.5
1964.5,1617.5
1907.5,1675.5
1749.5,2318.5
1735.5,2530.5
1665.167,2573.167
768.5,2063.5
1857.5,1729.5
1951.5,2029.5
1749.5,2253.5
1909.5,2013.5
1513.5,1975.5
1208.0,935.0
1999.5,622.5
1552.167,1354.5
2137.833,1193.833
2089.833,1267.167
2099.167,1669.167
2195.833,1880.167
2130.5,1934.833
1310.5,1773.5
2037.167,1319.5
2219.833,1510.167
2070.5,1702.167
2073.167,1487.5
1843.167,1543.167
1566.0,783.0
2241.5,728.5
1745.5,1172.5
2267.5,1212.5
2197.833,1289.167
2111.167,1633.5
2120.5,1732.167
2064.5,1785.5
1471.5,1427.5
2148.5,1265.5
2223.167,1485.5
2049.833,1626.833
2180.5,1444.167
1891.167,1385.5
507.0,1047.0
869.833,912.167
678.5,1248.5
972.5,1212.5
968.5,1256.5
987.5,1426.5
988.5,1488.5
943.5,1537.5
539.5,1408.5
945.5,1229.5
987.5,1339.5
971.5,1435.5
974.5,1337.5
841.5,1339.5
564.0,897.0
1238.5,689.5
746.5,1312.5
1372.5,1222.5
1346.5,1278.5
1344.5,1667.5
1366.5,1801.5
1326.5,1873.5
616.5,1647.5
1240.5,1227.5
1384.5,1470.5
1258.5,1725.5
1345.5,1476.5
1078.5,1485.5
726.0,477.0
1469.5,383.5
938.5,875.5
1490.5,929.5
1421.5,992.5
1337.5,1316.5
1319.5,1457.5
1256.5,1496.5
650.5,1133.5
1352.5,941.5
1433.5,1157.5
1256.5,1370.5
1418.5,1133.5
1100.5,1067.5
1029.0,393.0
1739.5,341.5
1227.833,827.167
1774.5,897.833
1710.5,944.5
1751.5,1382.5
1739.5,1544.5
1658.5,1631.5
974.5,1166.5
1686.833,958.833
1782.833,1204.167
1688.167,1408.167
1805.5,1193.5
1536.167,1168.167
417.5,377.5
806.5,320.5
518.5,614.5
852.5,604.5
816.5,621.5
864.5,910.5
866.5,986.5
829.5,1028.5
418.833,824.833
811.5,652.5
873.5,797.5
856.5,913.5
889.5,785.5
653.5,765.5
481.5,431.5
862.5,327.5
589.167,660.167
929.167,622.833
876.5,647.5
876.5,890.5
892.5,947.5
854.5,1000.5
506.5,829.167
842.5,634.5
879.5,747.5
837.5,907.5
887.5,784.5
711.5,762.5
1400.0,908.0
2096.5,867.5
1618.5,1370.5
2160.5,1372.5
2136.5,1396.5
2216.5,1834.5
2232.5,1992.5
2190.5,2056.5
1388.5,1712.5
2122.5,1460.5
2272.5,1646.5
2184.5,1834.5
2290.5,1648.5
1956.5,1636.5
565.0,306.0
800.833,226.833
636.167,448.833
824.167,418.167
805.5,434.167
808.167,621.5
817.5,687.5
798.5,707.5
555.5,569.5
800.167,453.5
850.167,538.167
801.5,617.5
836.167,540.833
743.5,546.833
1341.0,993.0
1983.5,874.167
1569.5,1365.5
2051.5,1325.5
2004.833,1363.833
2009.5,1683.5
2005.5,1820.5
1941.5,1892.5
1349.5,1591.5
1939.5,1374.167
2031.5,1554.167
1974.167,1718.167
2048.833,1548.833
1796.833,1519.5
563.5,306.5
800.167,226.5
626.167,453.167
824.833,416.5
806.167,433.833
808.167,618.5
817.5,693.167
800.5,706.5
555.5,572.5
802.833,459.167
850.167,537.833
801.5,618.5
834.167,541.167
743.5,548.5
764.0,486.0
1322.5,408.5
880.833,810.167
1312.833,822.167
1259.5,851.5
1266.5,1289.5
1280.5,1362.5
1237.5,1418.5
729.5,1115.5
1252.167,919.5
1354.833,1067.5
1228.167,1235.5
1340.167,1078.167
1114.833,1036.833
1475.5,875.5
2266.167,764.833
1745.5,1316.5
2281.5,1296.5
2206.167,1334.833
2260.833,1921.833
2287.5,2097.833
2211.5,2156.5
1445.5,1711.5
2241.5,1459.167
2333.5,1647.167
2241.5,1858.833
2352.167,1670.833
2038.833,1622.833
143.0,278.0
317.167,254.5
215.5,386.5
350.833,387.167
338.833,399.167
348.833,523.833
357.5,567.167
344.167,585.167
158.833,495.167
320.167,411.167
342.167,469.833
335.5,530.5
364.167,477.167
298.833,469.167
1276.0,740.0
2111.5,791.5
1547.5,1247.5
2107.5,1347.5
2007.5,1391.5
1875.5,1799.5
1875.5,1931.5
1807.5,1983.5
1139.5,1507.5
1931.5,1331.5
1967.5,1627.5
1779.5,1791.5
1951.5,1555.5
1615.5,1467.5
1676.5,1291.5
2449.5,1188.5
1923.5,1734.5
2493.5,1712.5
2433.5,1758.5
2422.5,2213.5
2423.5,2280.5
2383.5,2334.5
1672.5,2073.5
2391.5,1778.5
2491.5,1986.5
2357.5,2194.5
2477.5,1974.5
2105.5,1924.5
1200.0,945.0
1801.5,762.5
1377.5,1291.5
1877.5,1219.5
1835.5,1265.5
1857.5,1730.5
1871.5,1898.5
1815.5,1952.5
1153.5,1658.5
1829.5,1336.5
1935.5,1548.5
1809.5,1736.5
1903.5,1532.5
1669.5,1536.5
1428.0,1005.0
2113.5,842.5
1665.5,1389.5
2172.833,1351.167
2130.167,1377.833
2116.833,1747.167
2127.5,1857.833
2070.167,1924.5
1429.5,1687.5
2081.5,1371.833
2158.833,1609.167
2084.167,1787.833
2136.167,1583.833
1825.5,1570.5
301.0,344.0
744.5,285.5
429.5,638.5
784.5,635.5
744.5,671.5
800.5,985.5
834.5,1081.5
800.5,1127.5
332.833,865.833
716.5,681.5
765.5,813.5
789.5,966.5
808.5,838.5
623.5,805.5
576.0,408.0
817.5,411.5
632.833,566.833
814.833,585.5
800.167,596.833
786.167,728.833
790.167,783.5
768.167,802.167
541.5,675.5
778.167,587.5
811.5,686.5
766.167,753.5
800.5,671.5
701.5,654.5
545.0,416.0
761.167,420.167
585.167,553.5
738.5,586.167
722.5,597.5
671.167,726.167
656.76,760.596
621.412,768.328
486.646,597.109
705.167,592.167
714.201,668.911
658.5,721.5
707.573,674.434
608.156,621.412
1299.5,762.5
2089.5,636.5
1601.5,1294.5
2197.5,1293.5
2177.5,1325.5
2295.5,1851.5
2336.5,2051.5
2270.5,2132.5
1448.5,1685.5
2137.5,1355.5
2289.5,1597.5
2243.5,1853.5
2335.5,1615.5
2035.5,1623.5
680.0,952.0
1537.5,885.5
864.5,1502.5
1581.5,1526.5
1477.5,1554.5
1491.5,2026.5
1499.5,2280.5
1361.5,2386.5
561.5,1967.5
1407.5,1565.5
1545.5,1829.5
1435.5,2119.5
1517.5,1817.5
1235.5,1795.5
1109.0,1031.0
1522.759,950.819
1264.093,1269.841
1534.256,1278.463
1531.381,1312.952
1517.011,1514.137
1525.633,1608.981
1499.767,1634.848
1085.9,1459.53
1485.396,1284.211
1565.87,1427.915
1485.396,1560.122
1528.507,1416.418
1367.559,1402.048
644.0,976.0
1513.5,948.5
829.5,1524.5
1505.5,1593.5
1427.5,1713.5
1395.5,2105.5
1385.5,2331.5
1251.5,2465.5
455.5,1955.5
1345.5,1656.5
1453.5,1917.5
1306.5,2160.5
1489.5,1935.5
1156.5,1863.5
1252.0,624.0
2059.5,631.5
1459.5,1095.5
2003.5,1127.5
1975.5,1167.5
1923.5,1575.5
1935.5,1679.5
1851.5,1783.5
1135.5,1371.5
1923.5,1131.5
2003.5,1435.5
1831.5,1643.5
1959.5,1367.5
1635.5,1339.5
574.0,584.0
1101.5,439.5
738.167,874.833
1202.167,825.5
1136.833,870.833
1151.5,1136.5
1155.5,1230.5
1107.5,1322.5
554.167,1123.833
1070.167,851.167
1192.833,1032.5
1092.833,1204.5
1166.167,1015.167
947.5,1039.167
1362.0,900.0
2047.5,818.5
1579.5,1306.5
2091.5,1278.5
2060.833,1320.833
2056.833,1732.167
2066.5,1814.5
2000.5,1883.5
1346.5,1610.5
1929.5,1250.5
2069.5,1470.5
1988.167,1754.5
2070.833,1523.833
1757.5,1497.167
1189.5,848.5
1911.5,686.5
1314.5,1363.5
1957.5,1295.833
1866.833,1345.167
1868.5,1814.5
1922.5,2018.5
1871.5,2096.5
1157.5,1730.5
1835.5,1387.5
1973.5,1625.5
1809.5,1867.5
1911.5,1631.5
1651.167,1631.167
229.833,328.167
459.833,283.167
267.167,485.5
479.833,485.5
454.5,496.167
449.5,638.5
453.5,683.5
425.5,713.5
206.5,561.5
428.0,495.5
473.0,579.5
439.0,653.5
462.0,581.0
374.0,568.5
242.0,592.0
753.5,475.5
442.167,884.167
792.833,898.833
752.833,932.167
739.5,1298.833
757.5,1343.5
693.5,1415.5
255.5,1133.5
706.167,893.5
788.833,1121.5
679.5,1280.167
734.167,1065.5
550.167,1065.5
1167.0,939.0
1887.5,785.5
1385.5,1371.5
1933.5,1383.5
1883.5,1425.5
1931.5,1857.5
1953.5,2023.5
1893.5,2077.5
1169.5,1634.5
1833.5,1407.5
1973.5,1647.5
1873.5,1901.5
1973.5,1661.5
1687.5,1627.5
1098.5,1542.5
1734.5,1338.5
1345.5,1862.5
1775.5,1840.5
1705.5,1876.5
1723.5,2292.5
1731.5,2404.5
1667.5,2471.5
1111.5,2211.5
1663.5,1904.5
1739.5,2108.5
1685.5,2326.5
1711.5,2110.5
1445.5,2062.5
594.0,422.0
859.5,375.5
657.5,574.5
848.833,581.833
821.5,602.5
798.167,787.167
798.167,823.167
778.167,852.5
562.167,682.167
800.833,596.5
832.833,689.833
786.167,770.5
832.167,701.833
712.833,670.5
1263.0,831.0
1798.5,790.5
1388.5,1160.5
1771.5,1165.833
1738.167,1205.833
1720.833,1523.167
1738.167,1628.5
1678.167,1707.167
1226.5,1419.5
1703.5,1236.5
1746.167,1391.167
1687.5,1552.5
1734.167,1389.833
1551.5,1379.167
336.5,284.5
489.5,255.0
377.5,369.5
492.5,367.5
477.5,382.0
467.0,473.5
465.0,498.5
445.5,513.5
324.5,428.5
466.5,382.5
488.0,437.0
445.0,475.5
480.0,434.0
415.0,410.5
1236.0,632.0
2067.5,555.5
1475.5,1151.5
2083.5,1159.5
2035.5,1231.5
1991.5,1655.5
1983.5,1799.5
1903.5,1875.5
1207.5,1555.5
1971.5,1195.5
2067.5,1467.5
1875.5,1699.5
2031.5,1407.5
1683.5,1391.5
366.0,218.0
604.833,128.167
466.167,350.833
649.5,288.833
642.5,316.0
657.0,459.5
663.0,502.5
644.0,526.0
389.5,450.5
629.5,319.0
684.0,389.5
639.5,474.833
666.167,388.167
555.5,399.5
1200.0,777.0
1897.5,709.5
1395.5,1201.5
1953.5,1237.5
1921.5,1287.5
1945.5,1675.5
1971.5,1801.5
1909.5,1909.5
1193.5,1585.5
1849.5,1277.5
2013.5,1501.5
1897.5,1687.5
1971.5,1485.5
1623.5,1449.5
1792.0,1148.0
2642.5,1139.5
2012.5,1739.5
2632.5,1789.5
2592.5,1845.5
2652.5,2378.5
2646.5,2548.5
2562.5,2618.5
1863.5,2078.5
2553.5,1838.5
2679.5,2123.5
2583.5,2384.5
2718.5,2111.5
2412.5,2101.5
1074.5,865.5
1736.5,675.5
1304.5,1207.5
1794.5,1195.5
1746.5,1215.5
1762.5,1615.5
1762.5,1717.5
1710.5,1797.5
1130.5,1511.5
1670.5,1199.5
1774.5,1431.5
1710.5,1663.5
1766.5,1447.5
1502.5,1427.5
1501.5,974.5
2247.5,850.5
1717.5,1468.5
2355.5,1399.5
2309.5,1461.5
2390.5,1925.5
2443.5,2101.5
2381.5,2189.5
1481.5,1817.5
2273.5,1487.5
2423.5,1713.5
2343.5,1935.5
2439.5,1721.5
2117.5,1713.5
547.167,319.5
769.167,262.5
635.167,457.833
819.833,442.5
806.5,456.5
805.167,593.167
807.167,631.167
779.833,658.5
544.5,569.167
786.5,449.833
827.833,531.167
780.5,599.833
818.5,523.167
702.5,513.167
399.0,660.0
1007.833,600.833
586.5,1035.5
990.5,1069.5
986.5,1130.167
982.5,1533.5
998.5,1609.5
950.5,1657.5
326.5,1327.5
963.833,1164.833
1065.167,1310.167
945.167,1490.167
1051.833,1328.833
833.167,1288.833
1768.0,1144.0
2642.5,929.5
2034.5,1710.5
2794.5,1654.5
2718.5,1746.5
2807.5,2295.5
2863.5,2495.5
2778.5,2629.5
1808.5,2148.5
2648.5,1762.5
2812.5,2072.5
2748.5,2338.5
2840.5,2062.5
2358.5,2046.5
1500.0,1228.0
2318.5,1016.5
1748.5,1730.5
2414.5,1739.5
2339.5,1832.5
2330.5,2306.5
2367.5,2487.5
2243.5,2591.5
1406.5,2216.5
2269.5,1812.5
2384.5,2102.5
2270.5,2336.5
2357.5,2099.5
2073.5,2070.5
1065.0,396.0
1820.5,323.5
1341.5,919.5
1907.5,861.5
1843.5,923.5
1921.5,1333.5
1965.5,1561.5
1887.5,1665.5
1097.5,1245.5
1821.5,953.5
1963.5,1165.5
1877.5,1415.5
1937.5,1149.5
1661.5,1173.5
1192.0,580.0
1907.5,395.5
1495.5,1047.5
1991.5,947.5
1967.5,987.5
2023.5,1323.5
2143.5,1439.5
2127.5,1535.5
1179.5,1419.5
1907.5,979.5
2127.5,1175.5
1943.5,1427.5
2015.5,1159.5
1731.5,1255.5
1808.0,1180.0
2626.5,938.5
2017.5,1730.5
2668.5,1722.5
2610.5,1764.5
2739.5,2291.5
2778.5,2503.5
2706.5,2623.5
1831.5,2191.5
2561.5,1760.5
2663.5,2009.5
2711.5,2276.5
2750.5,1982.5
2405.5,1991.5
1457.5,827.5
2213.5,782.5
1691.5,1340.5
2291.5,1356.5
2227.5,1418.5
2219.5,1748.5
2289.5,1928.5
2201.5,2006.5
1343.5,1748.5
2167.5,1382.5
2235.5,1612.5
2183.5,1808.5
2201.5,1596.5
1947.5,1588.5
560.0,390.0
809.5,381.5
613.5,542.833
810.167,566.167
791.5,576.167
822.833,732.167
822.5,772.5
793.5,801.5
509.5,661.5
784.167,590.833
823.5,664.167
789.5,740.167
852.167,672.167
738.167,654.167
1479.0,1005.0
2219.5,846.5
1685.5,1421.5
2231.5,1477.5
2191.5,1503.5
2191.5,1850.5
2261.5,2032.5
2204.5,2102.5
1431.5,1756.5
2159.5,1494.5
2217.5,1712.5
2211.5,1702.5
2159.5,1894.5
1951.5,1694.5
1401.0,930.0
2056.5,828.5
1648.5,1310.5
2126.5,1282.5
2080.5,1318.5
2051.5,1673.5
2060.5,1817.5
1992.5,1900.5
1322.5,1640.5
2064.5,1364.5
2090.5,1546.5
2008.5,1694.5
2070.5,1546.5
1778.5,1494.5
1470.0,993.0
2149.5,937.5
1593.5,1481.5
2174.5,1514.5
2107.5,1567.5
2147.5,2012.5
2183.5,2168.5
2105.5,2288.5
1328.5,1760.5
2063.5,1583.5
2171.5,1820.5
2087.5,2087.5
2150.5,1835.5
1905.5,1805.5
1134.0,972.0
1856.5,845.5
1331.5,1394.5
1903.5,1394.5
1823.5,1482.5
1869.5,1934.5
1867.5,2118.5
1789.5,2162.5
1109.5,1694.5
1793.5,1524.5
1877.5,1730.5
1837.5,1926.5
1923.5,1712.5
1565.5,1696.5
1185.0,897.0
1707.5,857.5
1293.5,1229.5
1697.5,1244.5
1635.5,1281.5
1627.5,1597.5
1640.5,1715.5
1595.5,1747.5
1163.5,1495.5
1568.167,1331.167
1705.5,1477.5
1607.5,1593.5
1681.5,1459.5
1481.5,1457.5
1863.5,1226.5
2706.5,1013.5
2049.5,1751.5
2751.5,1755.5
2663.5,1815.5
2715.5,2408.5
2754.5,2537.5
2679.5,2663.5
1743.5,2211.5
2586.5,1817.5
2721.5,2123.5
2697.5,2141.5
2646.5,2429.5
2391.5,2093.5
1748.0,1208.0
2558.5,1124.5
2003.5,1742.5
2627.5,1760.5
2576.5,1808.5
2575.5,2287.5
2603.5,2479.5
2516.5,2588.5
1679.5,2183.5
2491.5,1815.5
2595.5,2079.5
2483.5,2335.5
2621.5,2084.5
2303.5,2063.5
1144.0,712.0
1887.5,567.5
1387.5,1095.5
1951.5,1063.5
1887.5,1131.5
1871.5,1447.5
1879.5,1579.5
1831.5,1639.5
1147.5,1355.5
1787.5,1067.5
1943.5,1307.5
1735.5,1503.5
1915.5,1267.5
1571.5,1243.5
1192.0,636.0
1939.5,495.5
1443.5,1067.5
2011.5,1039.5
1975.5,1139.5
1971.5,1495.5
1991.5,1631.5
1943.5,1691.5
1211.5,1447.5
1907.5,1099.5
2055.5,1335.5
1899.5,1551.5
1999.5,1323.5
1667.5,1311.5
1059.0,465.0
1797.5,371.5
1310.5,908.5
1861.5,899.5
1814.5,938.5
1835.5,1298.5
1847.5,1454.5
1805.5,1565.5
1043.5,1265.5
1743.5,939.5
1883.5,1141.5
1795.5,1347.5
1859.5,1135.5
1547.5,1129.5
1429.5,955.5
2141.5,817.5
1645.5,1397.5
2183.5,1399.5
2139.5,1437.5
2205.5,1831.5
2261.5,2045.5
2187.5,2107.5
1475.5,1713.5
2071.5,1441.5
2241.5,1661.5
2165.5,1891.5
2229.5,1669.5
1877.5,1641.5
1014.0,606.0
1523.5,469.5
1189.5,923.5
1601.167,861.167
1575.833,897.167
1577.167,1214.5
1593.5,1309.5
1567.5,1365.5
1019.5,1165.5
1517.167,894.5
1629.167,1070.5
1541.167,1205.167
1603.833,1057.167
1367.833,1058.5
1416.0,1036.0
2156.5,914.5
1632.5,1426.5
2219.5,1490.5
2138.5,1530.5
2141.5,1878.5
2209.5,2020.5
2171.5,2072.5
2054.5,1484.5
1436.5,1760.5
2150.5,1690.5
2082.5,1912.5
2134.5,1696.5
1912.5,1676.5
1804.0,1124.0
2665.5,977.5
2056.5,1679.5
2704.5,1700.5
2633.5,1754.5
2667.5,2380.5
2689.5,2554.5
2599.5,2670.5
1784.5,2162.5
2589.5,1812.5
2707.5,2056.5
2597.5,2348.5
2745.5,2088.5
2441.5,2044.5
1678.0,1246.0
2474.833,1155.5
1949.5,1701.5
2517.5,1723.5
2453.5,1757.5
2471.5,2185.5
2481.5,2287.5
2405.5,2367.5
1721.5,1965.5
2314.5,1714.5
2529.5,1972.5
2353.5,2233.167
2522.833,1981.833
2168.5,1900.5
1452.5,863.5
2168.5,761.5
1620.5,1421.5
2228.5,1355.5
2170.5,1438.5
2276.5,1913.5
2294.5,2129.5
2222.5,2207.5
1442.5,1709.5
2132.833,1470.167
2254.167,1722.167
2211.5,1937.5
2279.5,1713.5
1979.5,1668.167
1779.0,1272.0
2618.833,1010.833
2040.167,1752.167
2684.5,1690.5
