path_img,punto_10_X,punto_10_Y,punto_11_X,punto_11_Y,punto_12_X,punto_12_Y,punto_13_X,punto_13_Y
48.jpg,1971.5,1023.5,2099.5,1331.5,1955.5,1539.5,2047.5,1295.5
49.jpg,1811.5,1223.5,1891.5,1511.5,1707.5,1751.5,1835.5,1459.5
50.jpg,1823.5,1118.5,1892.5,1364.5,1700.5,1523.5,1850.5,1310.5
51.jpg,1871.5,1315.5,1951.5,1559.5,1775.5,1739.5,1927.5,1543.5
52.jpg,1827.5,967.5,1987.5,1267.5,1827.5,1511.5,1959.5,1235.5
54.jpg,1815.5,1131.5,1919.5,1403.5,1811.5,1595.5,1875.5,1343.5
55.jpg,1819.5,1199.5,1883.5,1479.5,1699.5,1683.5,1847.5,1443.5
56.jpg,1947.5,1135.5,2027.5,1459.5,1875.5,1663.5,1999.5,1403.5
57.jpg,1855.5,983.5,1979.5,1235.5,1839.5,1459.5,1939.5,1183.5
58.jpg,1835.5,1235.5,1919.5,1483.5,1735.5,1635.5,1887.5,1435.5
59.jpg,1827.5,1119.5,1943.5,1387.5,1739.5,1563.5,1915.5,1343.5
60.jpg,1863.5,1055.5,2003.5,1315.5,1803.5,1503.5,1975.5,1287.5
61.jpg,2007.5,1159.5,2147.5,1419.5,1947.5,1623.5,2107.5,1391.5
63.jpg,2003.5,1139.5,2159.5,1371.5,1939.5,1547.5,2099.5,1347.5
64.jpg,1903.5,963.5,2043.5,1239.5,1951.5,1463.5,2007.5,1195.5
65.jpg,1843.5,1135.5,1947.5,1419.5,1791.5,1631.5,1923.5,1387.5
66.jpg,1991.5,1239.5,2095.5,1479.5,1871.5,1639.5,2067.5,1459.5
67.jpg,1823.5,1215.5,1899.5,1423.5,1739.5,1627.5,1879.5,1395.5
68.jpg,1839.5,1091.5,1967.5,1371.5,1811.5,1575.5,1951.5,1335.5
69.jpg,1799.5,1155.5,1963.5,1379.5,1751.5,1603.5,1911.5,1359.5
70.jpg,1658.5,986.5,1757.5,1265.5,1646.5,1448.5,1733.5,1229.5
71.jpg,1867.5,1175.5,1995.5,1467.5,1831.5,1711.5,1971.5,1455.5
72.jpg,1863.5,1051.5,2115.5,1295.5,1887.5,1583.5,2031.5,1291.5
73.jpg,1867.5,1087.5,1999.5,1355.5,1811.5,1579.5,1955.5,1311.5
74.jpg,1903.5,1035.5,2031.5,1291.5,1823.5,1511.5,1975.5,1263.5
75.jpg,686.167,434.167,735.5,526.167,655.5,595.5,722.167,519.5
76.jpg,1991.5,1075.5,2091.5,1399.5,1927.5,1647.5,2055.5,1351.5
77.jpg,1703.5,1019.5,1802.5,1277.5,1664.5,1445.5,1769.5,1220.5
78.jpg,1919.5,1279.5,2023.5,1587.5,1851.5,1839.5,1987.5,1519.5
79.jpg,2039.5,1087.5,2131.5,1419.5,1971.5,1667.5,2087.5,1375.5
80.jpg,1891.5,1047.5,2023.5,1339.5,1871.5,1531.5,1991.5,1299.5
81.jpg,1947.5,1139.5,2071.5,1407.5,1887.5,1627.5,2043.5,1367.5
82.jpg,1919.5,1063.5,2075.5,1327.5,1931.5,1591.5,2051.5,1315.5
83.jpg,1975.5,1119.5,2087.5,1335.5,1907.5,1491.5,2043.5,1295.5
84.jpg,1983.5,1167.5,2103.5,1447.5,1943.5,1627.5,2055.5,1387.5
85.jpg,1843.5,1179.5,1935.5,1471.5,1771.5,1651.5,1907.5,1411.5
86.jpg,1939.5,1155.5,2059.5,1363.5,1919.5,1575.5,2023.5,1351.5
87.jpg,1769.5,1139.5,1856.5,1352.5,1739.5,1547.5,1835.5,1337.5
88.jpg,1883.5,983.5,2035.5,1235.5,1887.5,1471.5,1999.5,1191.5
89.jpg,1863.5,1319.5,1911.5,1591.5,1751.5,1763.5,1875.5,1531.5
90.jpg,1903.5,1223.5,1979.5,1447.5,1831.5,1675.5,1951.5,1423.5
91.jpg,1731.5,1267.5,1783.5,1547.5,1583.5,1743.5,1763.5,1523.5
92.jpg,1879.5,1187.5,1983.5,1451.5,1835.5,1675.5,1955.5,1415.5
93.jpg,1747.5,1283.5,1783.5,1551.5,1575.5,1755.5,1763.5,1527.5
94.jpg,1843.5,1107.5,1987.5,1331.5,1811.5,1535.5,1955.5,1347.5
95.jpg,1919.5,1239.5,2131.5,1543.5,1903.5,1775.5,2071.5,1515.5
96.jpg,1923.5,1083.5,2027.5,1323.5,1859.5,1483.5,1991.5,1271.5
97.jpg,1563.5,1023.5,1639.5,1231.5,1527.5,1423.5,1615.5,1231.5
98.jpg,1871.5,1175.5,2003.5,1387.5,1835.5,1595.5,1903.5,1351.5
99.jpg,1659.5,1167.5,1747.5,1383.5,1551.5,1551.5,1719.5,1327.5
102.jpg,1947.5,1147.5,2031.5,1423.5,1835.5,1643.5,1983.5,1391.5
103.jpg,1931.5,1271.5,2003.5,1499.5,1835.5,1687.5,1975.5,1463.5
104.jpg,1979.5,1127.5,2095.5,1399.5,1891.5,1607.5,2039.5,1371.5
105.jpg,1352.5,941.5,1433.5,1157.5,1256.5,1370.5,1418.5,1133.5
106.jpg,1931.5,1331.5,1967.5,1627.5,1779.5,1791.5,1951.5,1555.5
107.jpg,1923.5,1131.5,2003.5,1435.5,1831.5,1643.5,1959.5,1367.5
108.jpg,1971.5,1195.5,2067.5,1467.5,1875.5,1699.5,2031.5,1407.5
109.jpg,1907.5,979.5,2127.5,1175.5,1943.5,1427.5,2015.5,1159.5
110.jpg,1907.5,1099.5,2055.5,1335.5,1899.5,1551.5,1999.5,1323.5
111.jpg,1208.5,785.5,1328.5,1016.5,1166.5,1151.5,1271.5,977.5
112.jpg,1947.5,1231.5,2075.5,1499.5,1859.5,1699.5,2047.5,1451.5
113.jpg,2015.5,1035.5,2147.5,1315.5,2007.5,1543.5,2091.5,1275.5
114.jpg,1599.5,975.5,1671.5,1227.5,1491.5,1427.5,1647.5,1199.5
115.jpg,1939.5,1067.5,2059.5,1307.5,1855.5,1551.5,2031.5,1295.5
116.jpg,1927.5,1107.5,2035.5,1375.5,1835.5,1559.5,2015.5,1363.5
117.jpg,1787.5,911.5,1879.5,1183.5,1767.5,1355.5,1835.5,1135.5
119.jpg,1751.5,1039.5,1887.5,1291.5,1727.5,1487.5,1839.5,1239.5
120.jpg,1855.5,1171.5,1967.5,1411.5,1815.5,1571.5,1915.5,1359.5
121.jpg,1875.5,999.5,2015.5,1271.5,1815.5,1479.5,1967.5,1219.5
122.jpg,1863.5,1291.5,1919.5,1535.5,1751.5,1727.5,1899.5,1503.5
123.jpg,1935.5,979.5,2047.5,1243.5,1919.5,1467.5,1991.5,1215.5
124.jpg,1787.5,1211.5,1895.5,1483.5,1631.5,1655.5,1851.5,1455.5
125.jpg,1995.5,1191.5,2179.5,1423.5,1927.5,1615.5,2119.5,1395.5
127.jpg,1827.5,1227.5,1955.5,1479.5,1739.5,1655.5,1915.5,1435.5
128.jpg,2103.5,1191.5,2331.5,1419.5,2087.5,1711.5,2203.5,1403.5
129.jpg,722.167,412.833,763.5,507.5,699.5,584.833,752.833,494.167
130.jpg,1843.5,1063.5,1999.5,1343.5,1775.5,1571.5,1923.5,1315.5
131.jpg,1919.5,1203.5,2075.5,1491.5,1855.5,1715.5,2031.5,1455.5
132.jpg,1751.5,1179.5,1831.5,1427.5,1639.5,1655.5,1779.5,1407.5
133.jpg,1867.5,1107.5,1951.5,1367.5,1759.5,1563.5,1931.5,1355.5
134.jpg,1959.5,1139.5,2075.5,1391.5,1919.5,1583.5,2047.5,1379.5
135.jpg,1887.5,991.5,2035.5,1267.5,1947.5,1451.5,1995.5,1219.5
136.jpg,2059.5,1235.5,2135.5,1527.5,1963.5,1715.5,2107.5,1483.5
137.jpg,1871.5,1191.5,1955.5,1443.5,1883.5,1419.5,1747.5,1635.5
138.jpg,1959.5,1191.5,2059.5,1463.5,1903.5,1663.5,2023.5,1443.5
139.jpg,1819.5,1103.5,1943.5,1335.5,1715.5,1507.5,1891.5,1303.5
140.jpg,495.5,252.5,546.5,313.5,493.5,382.5,533.5,313.5
141.jpg,2023.5,1023.5,2151.5,1275.5,1999.5,1483.5,2055.5,1247.5
142.jpg,1559.5,1171.5,1643.5,1439.5,1503.5,1659.5,1611.5,1435.5
143.jpg,1783.5,1059.5,1895.5,1331.5,1775.5,1571.5,1847.5,1311.5
144.jpg,1307.5,947.5,1379.5,1211.5,1154.5,1406.5,1346.5,1163.5
145.jpg,1307.5,947.5,1412.5,1184.5,1232.5,1376.5,1385.5,1166.5
146.jpg,1687.5,1211.5,1803.5,1483.5,1663.5,1703.5,1775.5,1471.5
147.jpg,1635.5,1291.5,1715.5,1563.5,1523.5,1747.5,1695.5,1527.5
148.jpg,1499.5,893.5,1640.5,1109.5,1421.5,1319.5,1592.5,1118.5
149.jpg,1723.5,1043.5,1771.5,1307.5,1691.5,1519.5,1731.5,1255.5
150.jpg,1286.5,830.5,1379.5,1022.5,1211.5,1217.5,1337.5,1022.5
151.jpg,1214.5,839.5,1322.5,1097.5,1109.5,1259.5,1286.5,1067.5
152.jpg,1639.5,1055.5,1751.5,1307.5,1575.5,1511.5,1715.5,1259.5
153.jpg,1481.5,866.5,1595.5,1100.5,1421.5,1283.5,1565.5,1061.5
154.jpg,1619.5,977.5,1730.5,1190.5,1535.5,1376.5,1673.5,1163.5
155.jpg,1208.5,779.5,1322.5,1007.5,1151.5,1172.5,1286.5,944.5
156.jpg,1635.5,1099.5,1763.5,1379.5,1555.5,1631.5,1735.5,1387.5
157.jpg,1663.5,1067.5,1751.5,1391.5,1575.5,1603.5,1719.5,1379.5
158.jpg,1133.5,824.5,1280.5,1058.5,1094.5,1253.5,1235.5,1031.5
159.jpg,1262.5,821.5,1352.5,1073.5,1235.5,1289.5,1331.5,1058.5
160.jpg,1727.5,1235.5,1823.5,1507.5,1583.5,1679.5,1791.5,1459.5
161.jpg,1703.5,1151.5,1859.5,1439.5,1675.5,1651.5,1831.5,1403.5
162.jpg,1223.5,803.5,1358.5,1046.5,1214.5,1211.5,1313.5,1016.5
163.jpg,1388.5,953.5,1505.5,1151.5,1334.5,1340.5,1478.5,1139.5
164.jpg,1427.5,983.5,1547.5,1271.5,1376.5,1466.5,1511.5,1211.5
165.jpg,1751.5,1231.5,1927.5,1491.5,1671.5,1679.5,1847.5,1431.5
166.jpg,1565.5,1115.5,1694.5,1367.5,1511.5,1550.5,1652.5,1325.5
167.jpg,1568.5,1115.5,1604.5,1415.5,1403.5,1586.5,1574.5,1367.5
168.jpg,1382.5,929.5,1427.5,1157.5,1265.5,1346.5,1403.5,1139.5
169.jpg,1373.5,986.5,1457.5,1265.5,1238.5,1460.5,1418.5,1205.5
170.jpg,1424.5,1001.5,1529.5,1238.5,1340.5,1388.5,1511.5,1226.5
171.jpg,1427.5,863.5,1562.5,1136.5,1406.5,1328.5,1538.5,1121.5
172.jpg,2009.5,1091.5,2108.5,1376.5,1985.5,1565.5,2036.5,1319.5
173.jpg,1985.5,1139.5,2105.5,1409.5,1910.5,1601.5,2078.5,1391.5
175.jpg,1781.66,1329.265,1921.491,1556.833,1784.401,1721.34,1885.847,1499.256
176.jpg,1743.275,1211.369,1902.298,1400.552,1754.242,1641.829,1831.012,1403.293
177.jpg,1798.11,1293.622,1877.622,1534.899,1770.693,1693.923,1831.012,1449.904
178.jpg,1735.049,1249.754,1861.171,1480.063,1704.89,1688.439,1831.012,1447.162
179.jpg,1737.791,1255.237,1850.204,1485.547,1718.599,1685.697,1833.754,1441.678
180.jpg,2200.458,1454.609,2045.659,1184.415,1989.368,1699.473,2155.425,1437.722
181.jpg,1200.572,1090.567,1375.681,1348.741,1187.102,1586.711,1350.986,1328.536
182.jpg,2551.307,1571.789,2728.416,1922.392,2529.621,2182.633,2674.199,1893.476
183.jpg,1981.436,1288.884,2122.198,1530.996,1958.914,1733.694,2082.784,1480.321
184.jpg,2511.5,1663.5,2679.5,1987.5,2487.5,2223.5,2639.5,1919.5
185.jpg,561.697,501.359,617.246,594.261,557.866,663.218,600.965,587.556
186.jpg,1972.481,1280.108,2127.28,1502.456,1997.812,1620.666,2099.135,1446.165
187.jpg,2060.262,1407.125,2234.808,1618.268,2102.491,1789.999,2195.395,1587.301
188.jpg,1964.544,1305.776,2113.752,1564.779,1964.544,1747.77,2071.523,1516.919
189.jpg,994.543,886.134,1095.209,1079.722,977.12,1228.785,1064.235,1052.62
190.jpg,1882.902,1348.004,2023.664,1553.518,1911.054,1733.694,2049.001,1550.702
191.jpg,1994.998,1206.931,2104.764,1513.714,1904.933,1716.36,2042.844,1443.351
192.jpg,1983.74,1175.971,2099.135,1510.899,1913.376,1721.989,2034.401,1423.649
193.jpg,1726.824,1293.622,1852.946,1567.801,1685.697,1776.176,1828.27,1501.998
194.jpg,813.603,525.495,892.899,669.549,816.246,776.599,874.397,643.117
195.jpg,2158.796,1424.016,2271.406,1666.128,2130.644,1874.456,2220.732,1626.714
196.jpg,2634.44,1709.139,2858.536,2063.355,2609.139,2262.151,2775.404,1972.994
197.jpg,2083.988,1742.106,2266.547,2050.796,2044.157,2352.847,2226.716,2040.838
198.jpg,822.073,703.056,915.479,853.711,782.903,954.649,855.217,814.541
199.jpg,1605.058,1183.446,1742.327,1511.911,1526.619,1705.559,1690.851,1448.179
200.jpg,2544.078,1691.066,2732.03,2063.355,2522.392,2327.211,2699.5,2023.596
201.jpg,2023.143,1105.608,2177.942,1305.439,1975.296,1513.714,2087.877,1299.81
202.jpg,1767.951,1359.425,1894.073,1625.378,1735.049,1844.721,1844.721,1581.509
203.jpg,2065.893,1342.374,2189.764,1618.268,2003.958,1792.814,2161.611,1581.67
204.jpg,2406.729,1672.994,2504.319,1926.006,2356.126,2146.488,2460.946,1879.018
205.jpg,2144.167,1235.076,2313.039,1505.27,2132.909,1705.102,2248.305,1448.98
206.jpg,2119.383,1474.691,2175.688,1725.248,2015.219,1885.717,2130.644,1649.236
207.jpg,1830.707,1051.834,1950.346,1271.578,1808.733,1444.933,1901.514,1220.305
208.jpg,2562.151,1734.44,2764.56,1998.295,2504.319,2247.693,2663.355,1907.934
209.jpg,1992.183,1254.778,2186.385,1479.94,1944.336,1685.4,2056.917,1454.609
210.jpg,2017.514,1280.108,2132.909,1485.569,2000.627,1665.698,2101.949,1471.496
211.jpg,996.526,956.721,1123.524,1187.97,966.198,1337.714,1078.032,1151.956
212.jpg,2558.536,1730.825,2742.874,2117.572,2544.078,2330.825,2695.885,2056.126
213.jpg,561.829,277.339,610.598,391.135,554.439,456.161,599.514,375.617
214.jpg,1765.209,1425.228,1905.04,1702.148,1715.857,1885.847,1869.397,1669.246
215.jpg,1847.462,1334.749,1973.584,1628.12,1792.627,1839.237,1946.167,1606.185
216.jpg,2091.23,1384.603,2229.177,1652.051,2065.893,1840.673,2186.949,1590.116
217.jpg,2105.306,1393.048,2234.808,1654.867,2074.339,1835.042,2189.764,1595.746
218.jpg,1991.573,1632.536,2180.742,2142.136,1864.173,2508.894,2122.833,2099.67
219.jpg,2547.693,1691.066,2717.572,2085.042,2450.103,2392.271,2685.042,2095.885
220.jpg,2479.018,1647.693,2681.428,2030.825,2395.885,2319.982,2601.91,1922.392
221.jpg,2540.464,1633.235,2670.584,1936.849,2518.777,2189.861,2638.054,1922.392
222.jpg,2529.621,1709.139,2789.861,2085.042,2533.235,2413.958,2764.56,2085.042
223.jpg,2357.902,1670.475,2498.913,2065.305,2290.922,2361.427,2460.135,2001.85
224.jpg,1607.716,1026.683,1752.974,1343.139,1576.589,1584.371,1693.315,1283.479
225.jpg,1841.979,1304.589,2003.744,1581.509,1872.138,1795.369,1957.134,1548.608
226.jpg,2421.187,1575.404,2547.693,1839.259,2359.741,2124.801,2558.536,1853.717
227.jpg,2017.514,1187.229,2138.538,1429.278,1958.409,1657.255,2082.248,1398.318
228.jpg,812.472,630.732,904.035,795.824,829.12,917.908,870.739,769.465
229.jpg,1781.66,1304.589,1921.491,1652.796,1773.434,1872.139,1891.331,1600.702
230.jpg,2105.306,1252.286,2246.069,1500.028,2054.632,1699.911,2223.547,1480.321
231.jpg,1995.512,1308.591,2201.025,1533.811,1978.62,1759.031,2113.752,1514.104
232.jpg,2164.012,1719.829,2343.801,2037.103,2132.285,2238.043,2273.295,1956.022
233.jpg,1997.812,1221.003,2177.942,1586.892,1930.263,1879.602,2104.764,1592.521
234.jpg,3010.822,1765.251,3344.883,2357.017,2986.96,2800.84,3263.753,2280.66
235.jpg,1452.857,985.791,1559.547,1286.894,1419.664,1514.5,1531.096,1270.298
236.jpg,2079.433,1356.101,2276.45,1640.367,2096.32,1851.457,2234.232,1603.779
237.jpg,1792.627,1332.007,1968.101,1633.603,1767.951,1863.913,1940.683,1581.509
238.jpg,1787.143,1375.876,1987.293,1636.345,1767.951,1836.495,1957.134,1608.927
239.jpg,729.56,732.423,775.368,917.085,668.006,1023.016,765.347,889.887
240.jpg,2206.685,1833.411,2393.322,2364.92,2145.825,2657.048,2308.118,2186.398
241.jpg,1414.57,1026.683,1522.317,1302.035,1352.317,1474.43,1488.796,1234.993
242.jpg,1572.802,933.648,1590.01,1216.351,1435.138,1408.097,1540.844,1169.643
243.jpg,1189.665,742.808,1366.227,1093.754,1150.428,1346.609,1340.07,1067.596
244.jpg,2529.621,1654.922,2677.813,2001.91,2486.247,2280.223,2594.681,1969.38
245.jpg,1704.937,1065.725,1904.035,1448.204,1657.782,1691.838,1862.12,1411.528
246.jpg,1136.167,886.02,1304.265,1134.166,1034.107,1330.281,1264.242,1102.147
247.jpg,2511.548,1723.596,2713.958,2034.44,2511.548,2374.199,2695.885,2074.199
248.jpg,1397.004,915.744,1526.574,1225.787,1332.219,1424.769,1489.554,1156.374
249.jpg,2096.861,1238.21,2234.808,1561.963,2088.415,1767.477,2195.395,1525.365
250.jpg,2009.588,1283.254,2229.177,1545.072,2012.403,1716.802,2141.905,1500.028
251.jpg,1901.599,1048.749,2073.784,1374.285,1925.813,1570.682,2033.428,1328.548
252.jpg,1584.43,1018.57,1770.43,1264.824,1597.528,1463.923,1683.979,1207.19
253.jpg,1584.43,1018.57,1770.43,1264.824,1597.528,1463.923,1683.979,1207.19
254.jpg,1584.523,1178.937,1733.819,1427.763,1569.594,1629.312,1661.66,1385.462
255.jpg,1578.167,1154.865,1730.058,1431.257,1575.677,1632.948,1667.808,1383.947
256.jpg,2032.11,1322.667,2161.611,1609.823,1984.251,1756.216,2133.459,1564.779
257.jpg,1021.467,855.844,1130.627,1055.344,995.118,1204.028,1102.396,1019.585
258.jpg,997.0,806.91,1130.627,1060.99,991.354,1213.439,1098.632,1021.467
259.jpg,1781.66,1318.298,1905.04,1619.894,1704.89,1795.369,1850.204,1576.026
260.jpg,1984.251,1201.611,2147.535,1497.213,1995.512,1657.682,2119.383,1474.691
261.jpg,2192.214,1666.95,2364.952,1952.496,2156.962,2174.588,2322.649,1913.719
262.jpg,2144.72,1331.113,2288.298,1615.453,2082.784,1792.814,2229.177,1536.626
263.jpg,1806.336,1370.392,1891.331,1685.697,1748.758,1888.589,1855.688,1636.345
264.jpg,1825.528,1293.622,1976.326,1611.669,1781.66,1762.467,1943.425,1589.735
265.jpg,1966.852,1243.52,2076.619,1513.714,1944.336,1682.585,2045.659,1477.125
266.jpg,2049.001,1348.004,2178.503,1657.682,2006.773,1820.966,2147.535,1621.083
267.jpg,2202.79,1698.677,2386.104,2065.305,2118.184,2269.77,2326.175,2012.426
268.jpg,2259.194,1631.697,2364.952,1991.274,2181.639,2195.74,2333.225,1931.345
269.jpg,2243.254,1668.943,2125.013,1409.94,2046.186,1846.303,2181.318,1623.899
270.jpg,1975.296,1277.294,2124.466,1522.157,1966.852,1696.658,2059.732,1451.794
271.jpg,1896.815,1315.556,2053.096,1584.251,1855.688,1781.66,1987.293,1567.801
272.jpg,2243.254,1668.943,2125.013,1409.94,2046.186,1846.303,2181.318,1623.899
273.jpg,1986.554,1164.713,2073.804,1432.093,1927.449,1623.48,2042.844,1403.948
274.jpg,1938.707,1350.472,2104.764,1541.859,1972.481,1764.207,2082.248,1547.488
275.jpg,2158.796,1331.113,2322.081,1649.236,2094.045,1857.564,2271.406,1598.562
276.jpg,2554.922,1687.452,2710.343,2052.512,2540.464,2301.91,2656.126,1983.837
277.jpg,1795.369,1307.331,1984.552,1611.669,1765.209,1825.528,1888.589,1584.251
278.jpg,2663.355,1799.5,2757.331,2038.054,2623.596,2356.126,2724.801,2092.271
279.jpg,2136.274,1404.309,2282.667,1691.465,2133.459,1874.456,2246.069,1649.236
280.jpg,2178.113,1617.596,2326.175,1889.042,2167.538,2111.133,2252.144,1864.365
281.jpg,2125.013,1336.743,2305.189,1601.377,2155.981,1846.303,2268.591,1559.148
282.jpg,1710.373,841.228,1811.819,1115.406,1647.312,1271.688,1759.725,1077.021
283.jpg,3535.645,2411.753,3848.141,2905.169,3535.645,3332.796,3771.387,2822.933
284.jpg,2048.474,1119.681,2208.901,1434.907,2037.215,1688.214,2186.385,1440.536
285.jpg,1539.887,1066.5,1675.141,1354.54,1454.728,1542.392,1617.533,1291.923
286.jpg,2348.897,1636.849,2565.765,1965.765,2309.139,2291.066,2511.548,1947.693
287.jpg,2287.396,1652.849,2477.761,1984.224,2262.72,2192.214,2417.831,1917.244
288.jpg,846.605,682.749,908.437,854.334,795.593,971.815,879.067,835.784
289.jpg,1737.791,1315.556,1891.331,1595.218,1707.631,1784.401,1831.012,1534.899
290.jpg,2312.073,1825.587,2513.014,2192.214,2266.245,2407.256,2453.084,2093.507
291.jpg,2147.535,1415.57,2338.972,1739.324,2139.089,1939.207,2296.743,1677.389
292.jpg,2113.752,1387.418,2229.177,1674.573,2077.154,1846.303,2195.395,1637.975
293.jpg,2504.319,1777.813,2670.584,2056.126,2511.548,2247.693,2612.753,1991.066
294.jpg,2361.427,1751.556,2530.64,2142.861,2347.326,2386.104,2491.862,2082.931
295.jpg,2158.796,1381.787,2279.852,1623.899,2133.459,1804.075,2251.699,1590.116
296.jpg,1980.078,1887.78,2226.208,2287.741,2026.228,2664.628,2218.517,2314.662
297.jpg,1762.467,1332.007,1968.101,1619.894,1746.016,1831.012,1888.589,1570.542
298.jpg,1754.242,1285.397,1844.721,1548.608,1674.73,1713.115,1806.336,1499.256
299.jpg,2079.969,1317.037,2220.732,1573.224,2026.479,1787.183,2150.351,1545.072
300.jpg,779.988,626.979,862.81,815.082,799.641,940.016,838.946,795.43
301.jpg,2048.608,1252.552,2219.613,1573.923,2060.401,1803.894,2196.026,1550.336
302.jpg,1776.176,1359.425,1913.265,1639.087,1743.275,1841.979,1877.622,1578.768
303.jpg,684.312,672.402,794.477,818.297,693.244,935.906,760.237,788.523
304.jpg,2077.154,1302.96,2243.254,1561.963,2110.937,1795.629,2206.655,1542.257
305.jpg,2132.285,1656.374,2283.871,1934.87,2097.032,2153.437,2248.619,1889.042
306.jpg,736.499,673.62,830.086,857.87,716.027,961.693,799.378,822.774
307.jpg,2107.579,1280.108,2237.047,1544.674,2051.288,1744.505,2189.2,1471.496
308.jpg,1922.315,1373.342,2091.23,1643.606,1871.641,1905.424,2009.588,1657.682
309.jpg,2493.476,1691.066,2713.958,2023.596,2493.476,2262.151,2685.042,1998.295
310.jpg,2627.211,1691.066,2782.633,2059.741,2598.295,2280.223,2739.259,1972.994
311.jpg,1936.57,951.819,2148.852,1270.242,1951.312,1506.11,2101.678,1214.223
312.jpg,772.599,672.464,859.48,852.117,735.784,958.142,846.227,827.083
313.jpg,755.207,658.44,876.55,816.646,744.455,914.95,838.15,798.215
314.jpg,2046.186,1260.732,2234.808,1530.996,2046.186,1753.4,2178.503,1485.952
315.jpg,1767.951,1255.237,1913.265,1471.838,1743.275,1669.246,1847.462,1460.871
316.jpg,926.367,869.504,1038.197,1079.897,854.34,1191.727,975.648,1030.615
317.jpg,2547.693,1759.741,2623.596,1998.295,2479.018,2171.789,2551.307,1969.38
318.jpg,1967.359,1345.189,2071.523,1595.746,1958.914,1806.89,2043.371,1595.746
