path_img,punto_1_X,punto_1_Y,punto_2_X,punto_2_Y,punto_5_X,punto_5_Y,punto_6_X,punto_6_Y
32.jpg,1192.0,700.0,1919.5,679.5,1927.5,1255.5,1899.5,1623.5
33.jpg,1164.0,636.0,1871.5,451.5,1843.5,951.5,1903.5,1399.5
35.jpg,1276.0,696.0,2131.5,615.5,1963.5,1287.5,1871.5,1759.5
36.jpg,1260.0,648.0,2023.5,651.5,1963.5,1259.5,1899.5,1695.5
37.jpg,1148.0,584.0,1907.5,419.5,1947.5,1083.5,1911.5,1531.5
38.jpg,1208.0,632.0,1919.5,471.5,2003.5,1127.5,2019.5,1519.5
40.jpg,1268.0,668.0,1967.5,575.5,1931.5,1183.5,1875.5,1579.5
41.jpg,1008.0,558.0,1610.5,443.5,1622.5,917.5,1580.5,1244.5
42.jpg,1180.0,712.0,1991.5,567.5,1975.5,1163.5,1919.5,1503.5
43.jpg,1512.0,704.0,2327.5,543.5,2383.5,1275.5,2343.5,1655.5
44.jpg,1065.0,606.0,1727.5,410.5,1751.5,980.5,1763.5,1295.5
45.jpg,1176.0,732.0,1859.5,735.5,1823.5,1275.5,1787.5,1655.5
47.jpg,1244.0,624.0,1979.5,467.5,1967.5,1123.5,1939.5,1567.5
48.jpg,1264.0,528.0,2019.5,363.5,2051.5,1087.5,2019.5,1499.5
49.jpg,1196.0,672.0,1923.5,651.5,1875.5,1271.5,1815.5,1663.5
50.jpg,1167.0,513.0,1904.5,494.5,1859.5,1106.5,1814.5,1472.5
51.jpg,1280.0,672.0,2039.5,675.5,1927.5,1363.5,1827.5,1767.5
52.jpg,1168.0,580.0,1867.5,395.5,1927.5,1059.5,1923.5,1435.5
54.jpg,1184.0,680.0,1939.5,587.5,1855.5,1147.5,1883.5,1523.5
55.jpg,1236.0,708.0,2027.5,603.5,1891.5,1255.5,1799.5,1647.5
56.jpg,1296.0,648.0,2067.5,655.5,1995.5,1195.5,1979.5,1587.5
57.jpg,1148.0,580.0,1915.5,423.5,1903.5,1003.5,1915.5,1379.5
58.jpg,1192.0,688.0,1979.5,659.5,1907.5,1275.5,1855.5,1599.5
59.jpg,1180.0,740.0,1899.5,607.5,1883.5,1163.5,1847.5,1519.5
60.jpg,1172.0,708.0,1895.5,515.5,1935.5,1091.5,1915.5,1459.5
61.jpg,1208.0,720.0,2023.5,511.5,2111.5,1215.5,2067.5,1563.5
63.jpg,1252.0,576.0,2027.5,407.5,2035.5,1135.5,1983.5,1551.5
64.jpg,1180.0,632.0,1847.5,395.5,1983.5,1011.5,2015.5,1415.5
65.jpg,1188.0,588.0,1963.5,591.5,1935.5,1203.5,1879.5,1575.5
66.jpg,1284.0,676.0,2063.5,627.5,2027.5,1247.5,1943.5,1655.5
67.jpg,1236.0,744.0,1919.5,695.5,1851.5,1179.5,1823.5,1563.5
68.jpg,1160.0,672.0,1959.5,579.5,1899.5,1075.5,1899.5,1527.5
69.jpg,1196.0,688.0,1943.5,615.5,1891.5,1211.5,1863.5,1551.5
70.jpg,1083.0,672.0,1748.5,611.5,1694.5,1022.5,1727.5,1385.5
71.jpg,1264.0,744.0,1975.5,615.5,1935.5,1247.5,1923.5,1639.5
72.jpg,1188.0,720.0,1931.5,451.5,1975.5,1055.5,1995.5,1531.5
73.jpg,1208.0,664.0,1911.5,447.5,1927.5,1111.5,1899.5,1523.5
74.jpg,1224.0,644.0,1907.5,439.5,1983.5,1083.5,1931.5,1443.5
75.jpg,446.0,258.0,703.5,228.833,716.833,454.167,706.167,568.833
76.jpg,1240.0,724.0,1979.5,507.5,2023.5,1071.5,1999.5,1575.5
77.jpg,1077.0,609.0,1742.5,551.5,1745.5,1034.5,1748.5,1400.5
78.jpg,1244.0,676.0,2075.5,587.5,1987.5,1287.5,1919.5,1783.5
79.jpg,1232.0,628.0,2043.5,475.5,2091.5,1175.5,2071.5,1627.5
80.jpg,1192.0,676.0,1955.5,519.5,1983.5,1119.5,1959.5,1499.5
81.jpg,1208.0,672.0,1959.5,567.5,1991.5,1151.5,1983.5,1563.5
82.jpg,1184.0,692.0,1935.5,531.5,1943.5,1051.5,2027.5,1519.5
83.jpg,1124.0,660.0,1875.5,455.5,1995.5,1059.5,1971.5,1511.5
84.jpg,1252.0,700.0,2063.5,599.5,2059.5,1231.5,2035.5,1611.5
85.jpg,1200.0,732.0,1999.5,699.5,1931.5,1275.5,1859.5,1591.5
86.jpg,1252.0,648.0,1959.5,459.5,1979.5,1143.5,1979.5,1539.5
87.jpg,1158.0,714.0,1856.5,605.5,1826.5,1157.5,1802.5,1496.5
88.jpg,1196.0,544.0,1939.5,375.5,1955.5,1019.5,1951.5,1435.5
89.jpg,1328.0,692.0,2019.5,703.5,1919.5,1379.5,1827.5,1719.5
90.jpg,1256.0,704.0,2007.5,639.5,1955.5,1239.5,1923.5,1591.5
91.jpg,1240.0,756.0,1963.5,823.5,1807.5,1371.5,1635.5,1731.5
92.jpg,1252.0,708.0,2007.5,639.5,1959.5,1247.5,1919.5,1599.5
93.jpg,1244.0,752.0,1963.5,827.5,1767.5,1315.5,1627.5,1747.5
94.jpg,1188.0,772.0,1859.5,627.5,1891.5,1143.5,1879.5,1495.5
95.jpg,1252.0,760.0,2043.5,659.5,1983.5,1219.5,2015.5,1755.5
96.jpg,1188.0,624.0,1859.5,459.5,1935.5,1063.5,1923.5,1463.5
97.jpg,1052.0,596.0,1703.5,551.5,1639.5,1063.5,1595.5,1379.5
98.jpg,1216.0,764.0,1935.5,591.5,1947.5,1231.5,1895.5,1515.5
99.jpg,1140.0,628.0,1843.5,651.5,1715.5,1203.5,1663.5,1511.5
102.jpg,1180.0,692.0,1931.5,539.5,1979.5,1151.5,1939.5,1575.5
103.jpg,1296.0,672.0,2039.5,643.5,1975.5,1287.5,1907.5,1695.5
104.jpg,1292.0,616.0,2051.5,511.5,2051.5,1199.5,1991.5,1575.5
105.jpg,726.0,477.0,1469.5,383.5,1421.5,992.5,1337.5,1316.5
106.jpg,1276.0,740.0,2111.5,791.5,2007.5,1391.5,1875.5,1799.5
107.jpg,1252.0,624.0,2059.5,631.5,1975.5,1167.5,1923.5,1575.5
108.jpg,1236.0,632.0,2067.5,555.5,2035.5,1231.5,1991.5,1655.5
109.jpg,1192.0,580.0,1907.5,395.5,1967.5,987.5,2023.5,1323.5
110.jpg,1192.0,636.0,1939.5,495.5,1975.5,1139.5,1971.5,1495.5
111.jpg,582.0,318.0,1277.5,245.5,1271.5,842.5,1223.5,1157.5
112.jpg,1200.0,680.0,1975.5,543.5,1999.5,1215.5,1923.5,1735.5
113.jpg,1264.0,608.0,2015.5,427.5,2087.5,1083.5,2075.5,1463.5
114.jpg,1048.0,592.0,1699.5,491.5,1659.5,1039.5,1595.5,1387.5
115.jpg,1224.0,628.0,1955.5,451.5,1995.5,1039.5,1955.5,1499.5
116.jpg,1248.0,620.0,1999.5,519.5,2003.5,1127.5,1923.5,1567.5
117.jpg,1116.0,572.0,1763.5,415.5,1855.5,963.5,1823.5,1307.5
119.jpg,1056.0,640.0,1755.5,467.5,1827.5,1083.5,1799.5,1471.5
120.jpg,1252.0,756.0,1919.5,655.5,1927.5,1223.5,1915.5,1551.5
121.jpg,1172.0,596.0,1911.5,463.5,1951.5,1055.5,1919.5,1483.5
122.jpg,1272.0,708.0,1971.5,699.5,1923.5,1359.5,1835.5,1699.5
123.jpg,1228.0,588.0,1943.5,395.5,1979.5,1007.5,2003.5,1391.5
124.jpg,1216.0,772.0,1911.5,687.5,1831.5,1247.5,1751.5,1643.5
125.jpg,1256.0,668.0,2023.5,511.5,2079.5,1199.5,2027.5,1603.5
127.jpg,1224.0,700.0,1987.5,679.5,1879.5,1255.5,1839.5,1655.5
128.jpg,1300.0,692.0,2123.5,479.5,2199.5,1211.5,2175.5,1647.5
129.jpg,458.0,232.0,720.833,204.833,743.5,420.833,736.833,568.833
130.jpg,1212.0,524.0,2015.5,431.5,1931.5,1091.5,1839.5,1591.5
131.jpg,1216.0,656.0,1951.5,563.5,2011.5,1251.5,1959.5,1655.5
132.jpg,1184.0,684.0,1895.5,603.5,1815.5,1223.5,1707.5,1623.5
133.jpg,1260.0,676.0,1947.5,599.5,1943.5,1179.5,1883.5,1515.5
134.jpg,1248.0,660.0,1979.5,563.5,2039.5,1195.5,2003.5,1563.5
135.jpg,1200.0,644.0,1919.5,467.5,1967.5,1031.5,2011.5,1415.5
136.jpg,1296.0,604.0,2087.5,583.5,2107.5,1251.5,2039.5,1695.5
137.jpg,1300.0,700.0,1955.5,595.5,1935.5,1231.5,1839.5,1639.5
138.jpg,1224.0,636.0,2039.5,543.5,2043.5,1283.5,1995.5,1655.5
139.jpg,1184.0,644.0,1883.5,535.5,1899.5,1159.5,1827.5,1487.5
140.jpg,331.0,144.0,495.5,98.5,521.5,262.5,515.5,367.5
141.jpg,1256.0,608.0,1979.5,419.5,2083.5,1055.5,2055.5,1447.5
142.jpg,860.0,640.0,1623.5,491.5,1595.5,1187.5,1555.5,1659.5
143.jpg,1040.0,608.0,1779.5,435.5,1847.5,1087.5,1863.5,1519.5
144.jpg,564.0,399.0,1385.5,308.5,1358.5,929.5,1244.5,1406.5
145.jpg,660.0,453.0,1418.5,395.5,1361.5,977.5,1307.5,1346.5
146.jpg,1044.0,680.0,1843.5,643.5,1759.5,1279.5,1715.5,1691.5
147.jpg,1028.0,736.0,1771.5,675.5,1707.5,1327.5,1631.5,1711.5
148.jpg,810.0,570.0,1472.5,362.5,1565.5,926.5,1523.5,1280.5
149.jpg,844.0,580.0,1659.5,351.5,1763.5,1047.5,1743.5,1447.5
150.jpg,750.0,375.0,1448.5,320.5,1376.5,836.5,1268.5,1229.5
151.jpg,639.0,231.0,1361.5,245.5,1277.5,875.5,1202.5,1229.5
152.jpg,968.0,648.0,1671.5,499.5,1699.5,1095.5,1671.5,1451.5
153.jpg,753.0,450.0,1454.5,275.5,1550.5,905.5,1496.5,1253.5
154.jpg,846.0,552.0,1556.5,353.5,1643.5,968.5,1616.5,1394.5
155.jpg,504.0,339.0,1286.5,182.5,1277.5,797.5,1247.5,1139.5
156.jpg,856.0,512.0,1695.5,407.5,1707.5,1123.5,1671.5,1639.5
157.jpg,984.0,616.0,1719.5,499.5,1727.5,1139.5,1679.5,1591.5
158.jpg,468.0,342.0,1223.5,233.5,1217.5,845.5,1187.5,1211.5
159.jpg,603.0,462.0,1223.5,287.5,1322.5,848.5,1304.5,1241.5
160.jpg,1052.0,720.0,1831.5,675.5,1783.5,1267.5,1711.5,1675.5
161.jpg,976.0,588.0,1823.5,543.5,1791.5,1215.5,1755.5,1659.5
162.jpg,522.0,396.0,1223.5,197.5,1280.5,833.5,1253.5,1241.5
163.jpg,600.0,468.0,1325.5,236.5,1439.5,953.5,1385.5,1355.5
164.jpg,696.0,630.0,1445.5,416.5,1496.5,1028.5,1466.5,1430.5
165.jpg,1052.0,704.0,1827.5,571.5,1819.5,1251.5,1771.5,1655.5
166.jpg,921.0,570.0,1667.5,527.5,1643.5,1163.5,1598.5,1511.5
167.jpg,1032.0,744.0,1754.5,671.5,1643.5,1208.5,1535.5,1517.5
168.jpg,804.0,513.0,1523.5,386.5,1448.5,947.5,1385.5,1274.5
169.jpg,681.0,516.0,1475.5,398.5,1424.5,1022.5,1340.5,1427.5
170.jpg,687.0,429.0,1460.5,350.5,1484.5,1022.5,1439.5,1397.5
171.jpg,603.0,441.0,1403.5,230.5,1502.5,890.5,1481.5,1301.5
172.jpg,1257.0,684.0,1997.5,410.5,2069.5,1127.5,2027.5,1565.5
173.jpg,1254.0,654.0,2060.5,470.5,2051.5,1181.5,1994.5,1589.5
175.jpg,1154.0,817.0,1863.913,756.232,1861.171,1332.007,1841.979,1704.89
176.jpg,1140.0,849.0,1839.237,715.106,1841.979,1203.143,1809.077,1556.833
177.jpg,1129.0,852.0,1814.561,726.073,1874.88,1293.622,1831.012,1641.829
178.jpg,1148.0,849.0,1787.143,712.364,1833.754,1271.688,1787.143,1650.054
179.jpg,1146.0,844.0,1784.401,717.847,1833.754,1288.138,1787.143,1644.57
180.jpg,1376.0,771.0,2121.651,629.953,2132.909,1209.745,2082.248,1682.585
181.jpg,554.0,684.0,1236.492,497.889,1294.862,1139.957,1258.942,1541.811
182.jpg,1673.0,1106.0,2594.681,881.428,2674.199,1611.548,2616.367,2175.404
183.jpg,1368.0,909.0,2068.708,753.987,2074.339,1325.482,2057.447,1654.867
184.jpg,1720.0,1142.0,2609.139,997.09,2598.833,1705.5,2595.5,2175.5
185.jpg,306.0,345.0,577.021,268.627,582.768,498.486,576.063,668.007
186.jpg,1410.0,920.0,2082.248,804.454,2101.949,1302.625,2090.691,1648.811
187.jpg,1418.0,968.0,2172.873,877.858,2164.427,1440.908,2158.796,1753.4
188.jpg,1399.0,909.0,2040.556,773.694,2071.523,1356.45,2057.447,1725.248
189.jpg,482.0,524.0,1042.94,369.253,1050.684,895.813,1033.261,1265.567
190.jpg,1348.0,999.0,2001.142,891.934,2001.142,1370.526,1995.512,1747.77
191.jpg,1429.0,773.0,2037.215,576.477,2054.103,1232.261,1952.78,1733.247
192.jpg,1424.0,771.0,2045.659,570.848,2056.917,1235.076,1949.965,1744.505
193.jpg,1129.0,959.0,1787.143,769.941,1833.754,1342.974,1789.885,1715.857
194.jpg,479.0,307.0,865.146,230.779,870.432,543.998,861.181,743.559
195.jpg,1486.0,951.0,2251.699,762.433,2257.33,1457.799,2203.84,1837.858
196.jpg,1785.0,1319.0,2692.271,1062.151,2764.56,1766.97,2706.729,2240.464
197.jpg,1420.0,1241.0,2283.143,1157.918,2230.035,1808.491,2123.819,2309.697
198.jpg,435.0,451.0,852.204,368.603,882.335,748.253,847.685,969.715
199.jpg,987.0,715.0,1685.949,680.943,1687.833,1225.833,1612.412,1685.949
200.jpg,1771.0,1185.0,2623.596,1065.765,2656.126,1788.657,2634.44,2240.464
201.jpg,1393.0,762.0,2076.619,562.405,2099.135,1128.124,2054.103,1482.754
202.jpg,1118.0,992.0,1828.27,816.552,1874.88,1403.293,1820.045,1776.176
203.jpg,1427.0,900.0,2144.72,796.216,2144.72,1393.048,2079.969,1809.705
204.jpg,1745.283,1268.175,2479.018,1036.849,2507.934,1701.91,2453.717,2088.657
205.jpg,1415.0,810.0,2220.159,652.47,2222.974,1260.407,2217.345,1679.771
206.jpg,1427.0,1010.0,2158.796,849.705,2175.688,1500.028,2096.861,1835.042
207.jpg,1301.0,639.0,1928.371,551.304,1877.098,1073.808,1877.098,1449.816
208.jpg,1731.0,1268.0,2634.44,1130.825,2688.657,1766.97,2623.596,2157.331
209.jpg,1376.0,844.0,2006.256,773.494,2059.732,1268.85,2025.957,1648.811
210.jpg,1446.0,996.0,2062.546,796.01,2107.579,1308.254,2070.99,1654.44
211.jpg,443.0,625.0,1072.346,524.55,1072.346,998.422,1036.331,1313.073
212.jpg,1724.0,1207.0,2645.283,1141.669,2609.139,1723.596,2648.897,2338.054
213.jpg,363.0,154.0,609.121,109.601,595.82,301.724,584.736,442.121
214.jpg,1157.0,893.0,1863.913,874.129,1885.847,1480.063,1817.303,1874.88
215.jpg,1184.0,871.0,1880.364,756.232,1913.265,1364.908,1869.397,1800.852
216.jpg,1416.0,954.0,2150.351,841.26,2184.133,1409.94,2161.611,1759.031
217.jpg,1410.0,960.0,2144.72,838.444,2175.688,1407.125,2170.057,1764.661
218.jpg,949.0,972.0,2095.809,748.458,2138.276,1725.191,1995.433,2470.288
219.jpg,1818.0,1250.0,2652.512,1083.837,2670.584,1777.813,2587.452,2319.982
220.jpg,1669.0,1221.0,2540.464,971.789,2616.367,1748.898,2540.464,2211.548
221.jpg,1760.0,1243.0,2605.524,964.56,2648.897,1672.994,2598.295,2164.56
222.jpg,1753.0,1246.0,2656.126,1123.596,2699.5,1839.259,2648.897,2366.97
223.jpg,1554.0,1159.0,2421.357,1060.605,2488.337,1730.405,2414.306,2227.467
224.jpg,785.0,518.0,1734.817,349.676,1719.254,1052.622,1672.563,1480.615
225.jpg,1233.0,863.0,1943.425,695.913,1940.683,1348.458,1932.458,1773.434
226.jpg,1727.0,1171.0,2551.307,997.09,2547.693,1629.62,2489.861,2070.584
227.jpg,1418.0,838.0,2082.248,720.018,2116.022,1229.447,2079.433,1561.561
228.jpg,414.0,399.0,862.416,295.0,877.676,658.479,869.352,894.324
229.jpg,1143.0,904.0,1880.364,717.847,1916.007,1403.293,1866.655,1828.27
230.jpg,1399.0,912.0,2127.828,694.867,2175.688,1286.069,2136.274,1674.573
231.jpg,1376.0,867.0,2110.937,799.031,2108.122,1356.45,2068.708,1708.356
232.jpg,1399.0,1170.0,2290.922,1095.857,2280.346,1783.284,2216.891,2195.74
233.jpg,1342.0,709.0,2076.619,573.663,2113.208,1285.738,2009.07,1859.9
234.jpg,1856.0,882.0,3254.209,729.662,3278.07,1937.054,3163.535,2710.167
235.jpg,874.0,509.0,1592.74,381.214,1533.467,1018.984,1450.486,1528.725
236.jpg,1426.0,883.0,2116.022,793.196,2132.909,1353.286,2177.942,1843.013
237.jpg,1195.0,896.0,1926.974,783.65,1894.073,1403.293,1866.655,1776.176
238.jpg,1217.0,896.0,1948.908,794.617,1918.749,1447.162,1872.138,1789.885
239.jpg,339.0,459.0,778.231,413.201,761.053,761.053,715.245,1005.838
240.jpg,1152.0,1172.0,2389.264,1009.774,2385.207,1967.302,2287.831,2563.729
241.jpg,761.0,538.0,1606.12,464.007,1515.134,1081.754,1462.458,1407.387
242.jpg,919.0,479.0,1634.259,355.951,1612.135,938.565,1501.512,1376.139
243.jpg,549.0,359.0,1313.912,247.996,1296.474,821.28,1272.496,1274.676
244.jpg,1771.0,1243.0,2547.693,1062.151,2619.982,1723.596,2587.452,2193.476
245.jpg,992.0,641.0,1817.584,507.725,1804.486,1110.26,1796.627,1618.486
246.jpg,506.0,434.0,1272.246,313.684,1260.24,882.018,1172.188,1290.257
247.jpg,1785.0,1257.0,2605.524,960.946,2638.054,1785.042,2609.139,2341.669
248.jpg,710.0,393.0,1505.75,240.13,1454.848,885.666,1440.965,1383.122
249.jpg,1427.0,838.0,2175.688,706.128,2201.025,1286.069,2167.242,1711.172
250.jpg,1385.0,960.0,2094.045,731.465,2130.644,1319.852,2094.045,1716.802
251.jpg,1224.0,581.0,1974.24,451.484,2014.595,1113.318,1963.478,1581.444
252.jpg,922.0,652.0,1602.768,460.57,1697.077,1044.768,1689.218,1366.993
253.jpg,922.0,652.0,1602.768,460.57,1697.077,1044.768,1689.218,1366.993
254.jpg,890.0,753.0,1639.265,634.007,1659.171,1221.237,1649.218,1569.594
255.jpg,893.0,761.0,1647.888,636.943,1662.828,1214.626,1650.378,1555.757
256.jpg,1421.0,900.0,2096.861,824.368,2122.198,1373.342,2102.491,1699.911
257.jpg,457.0,519.0,1030.877,390.972,1076.047,884.075,1059.109,1173.915
258.jpg,451.0,517.0,1030.877,398.5,1076.047,880.311,1059.109,1187.09
259.jpg,1124.0,882.0,1858.43,791.876,1872.138,1386.843,1814.561,1773.434
260.jpg,1354.0,895.0,2037.74,720.204,2079.969,1263.547,2037.74,1683.019
261.jpg,1385.0,1223.0,2216.891,979.523,2294.447,1698.677,2230.992,2185.164
262.jpg,1458.0,923.0,2189.764,756.802,2223.547,1350.82,2158.796,1736.509
263.jpg,1102.0,913.0,1833.754,758.974,1869.397,1419.744,1828.27,1817.303
264.jpg,1151.0,828.0,1891.331,712.364,1899.556,1323.782,1855.688,1765.209
265.jpg,1426.0,833.0,2110.393,787.567,2065.361,1313.883,2028.772,1654.44
266.jpg,1404.0,906.0,2144.72,824.368,2144.72,1426.831,2063.078,1835.042
267.jpg,1484.0,1173.0,2407.256,1053.554,2347.326,1807.961,2230.992,2255.669
268.jpg,1529.0,1233.0,2382.579,1000.675,2375.528,1737.455,2262.72,2153.437
269.jpg,1444.0,979.0,2178.503,796.216,2201.025,1452.169,2150.351,1770.292
270.jpg,1396.0,917.0,2045.659,750.978,2096.32,1336.399,2051.288,1676.956
271.jpg,1157.0,913.0,1951.65,802.843,1984.552,1348.458,1951.65,1740.533
272.jpg,1444.0,979.0,2178.503,796.216,2201.025,1452.169,2150.351,1770.292
273.jpg,1412.0,827.0,2093.506,697.502,2031.586,1161.898,2017.514,1553.117
274.jpg,1325.0,956.0,2031.586,821.341,2056.917,1358.915,2034.401,1764.207
275.jpg,1489.0,853.0,2215.101,708.943,2274.221,1359.265,2209.471,1806.89
276.jpg,1756.0,1127.0,2703.115,1036.849,2663.355,1752.512,2652.512,2233.235
277.jpg,1140.0,907.0,1855.688,748.007,1894.073,1359.425,1855.688,1784.401
278.jpg,1832.0,1315.0,2699.5,1091.066,2728.416,1810.343,2681.428,2316.367
279.jpg,1486.0,951.0,2212.286,810.292,2246.069,1460.614,2220.732,1815.336
280.jpg,1420.0,1272.0,2192.214,1117.009,2276.821,1624.647,2234.518,2089.982
281.jpg,1432.0,878.0,2203.84,649.823,2181.318,1339.559,2212.286,1849.119
282.jpg,1011.0,378.0,1688.439,169.491,1767.951,835.744,1680.214,1268.946
283.jpg,2297.0,1606.0,3738.493,1408.475,3749.458,2526.884,3711.081,3267.007
284.jpg,1480.0,652.0,2231.417,534.26,2130.095,1173.156,2144.167,1645.997
285.jpg,956.0,711.0,1627.552,543.019,1657.608,1126.613,1559.925,1482.279
286.jpg,1680.0,1228.0,2435.645,1015.163,2507.934,1712.753,2442.874,2193.476
287.jpg,1477.0,1209.0,2364.952,1053.554,2407.256,1709.253,2361.427,2164.012
288.jpg,439.0,422.0,883.704,331.849,891.433,721.394,840.422,957.903
289.jpg,1143.0,899.0,1820.045,789.134,1847.462,1389.584,1811.819,1713.115
290.jpg,1582.0,1237.0,2417.831,1120.534,2467.185,1892.567,2393.155,2368.478
291.jpg,1497.0,976.0,2231.993,883.488,2282.667,1511.289,2234.808,1877.271
292.jpg,1404.0,1052.0,2139.089,903.195,2192.579,1454.984,2136.274,1868.825
293.jpg,1753.0,1326.0,2594.681,1181.428,2619.982,1832.03,2601.91,2222.392
294.jpg,1526.0,1244.0,2449.559,1159.312,2488.337,1850.264,2474.236,2301.498
295.jpg,1441.0,929.0,2167.242,765.248,2229.177,1390.233,2206.655,1767.477
296.jpg,942.0,1046.0,2068.531,895.568,2126.218,1918.546,2095.452,2649.245
297.jpg,1178.0,929.0,1839.237,808.326,1896.815,1417.002,1833.754,1784.401
298.jpg,1148.0,934.0,1828.27,778.167,1836.495,1326.523,1773.434,1680.214
299.jpg,1407.0,917.0,2127.828,725.834,2164.427,1359.265,2110.937,1759.031
300.jpg,418.0,488.0,826.312,320.96,843.157,699.974,836.138,914.749
301.jpg,1261.0,825.0,2134.11,615.707,2193.077,1329.209,2145.904,1797.998
302.jpg,1154.0,984.0,1850.204,816.552,1861.171,1375.876,1841.979,1784.401
303.jpg,305.0,421.0,757.259,341.906,751.305,699.199,746.838,922.508
304.jpg,1430.0,923.0,2186.949,776.509,2206.655,1384.603,2206.655,1773.107
305.jpg,1417.0,1209.0,2192.214,1046.504,2248.619,1712.779,2202.79,2104.083
306.jpg,355.0,426.0,792.066,381.16,796.453,714.564,768.669,961.693
307.jpg,1426.0,925.0,2096.32,756.607,2197.643,1313.883,2144.167,1699.473
308.jpg,1331.0,875.0,2032.11,804.661,2026.479,1415.57,1956.098,1882.902
309.jpg,1691.0,1232.0,2591.066,1033.235,2645.283,1752.512,2583.837,2218.777
310.jpg,1789.0,1236.0,2677.813,982.633,2757.331,1759.741,2685.042,2244.078
311.jpg,1152.0,604.0,2027.969,379.838,2069.247,998.993,2051.556,1461.885
312.jpg,369.0,406.0,834.446,348.499,824.138,694.552,781.434,972.868
313.jpg,408.0,470.0,804.359,380.425,839.686,699.911,790.535,916.486
314.jpg,1368.0,900.0,2130.644,765.248,2153.166,1322.667,2141.905,1694.28
315.jpg,1107.0,891.0,1795.369,709.622,1869.397,1282.655,1795.369,1641.829
316.jpg,420.0,507.0,983.23,425.972,981.334,896.04,926.367,1157.609
317.jpg,1854.0,1330.0,2656.126,1199.5,2630.825,1803.115,2594.681,2175.404
318.jpg,1371.0,974.0,2034.925,818.738,2057.447,1401.494,2029.295,1784.368
319.jpg,372.0,220.0,537.034,180.753,541.876,339.177,535.65,438.105
320.jpg,1151.0,353.0,1885.847,259.969,1869.397,885.096,1836.495,1238.786
321.jpg,1266.0,970.0,1957.134,802.843,1990.035,1493.772,1929.716,1880.364
322.jpg,1415.0,1001.0,2127.28,790.381,2189.2,1403.948,2130.095,1859.9
323.jpg,1399.0,962.0,2161.611,787.77,2181.318,1429.647,2096.861,1922.315
324.jpg,1143.0,871.0,1872.138,753.491,1883.106,1348.458,1841.979,1710.373
325.jpg,1140.0,874.0,1841.979,712.364,1863.913,1315.556,1833.754,1639.087
326.jpg,1132.0,566.0,1983.744,409.322,2010.279,1113.979,1927.725,1615.199
327.jpg,1362.0,886.0,2144.72,770.878,2178.503,1412.755,2102.491,1866.01
328.jpg,1168.0,918.0,1866.655,783.65,1910.523,1367.65,1872.138,1693.923
329.jpg,1810.0,1203.0,2674.199,1105.524,2692.271,1824.801,2681.428,2251.307
330.jpg,1427.0,920.0,2141.905,745.541,2192.579,1364.896,2147.535,1789.999
331.jpg,1412.0,802.0,2132.909,683.429,2138.538,1274.479,2068.175,1612.222
